text,tokens,token_count,label,pid
การเข้าร่วมงานวัฒนธรรมมุสลิมสามารถเป็นโอกาสในการสร้างความเข้าใจและเชื่อมต่อระหว่างคนไทยและชาวมุสลิมได้ โดยให้ความสำคัญกับการแบ่งปันประสบการณ์และวัฒนธรรมที่หลากหลายจากทั้งสองชุมชนทั้งหมด,["การ"; "เข้า"; "ร่วมงาน"; "วัฒนธรรม"; "มุสลิม"; "สามารถ"; "เป็น"; "โอกาส"; "ใน"; "การ"; "สร้าง"; "ความเข้าใจ"; "และ"; "เชื่อมต่อ"; "ระหว่าง"; "คนไทย"; "และ"; "ชาวมุสลิม"; "ได้"; " "; "โดย"; "ให้ความสำคัญ"; "กับ"; "การ"; "แบ่งปัน"; "ประสบการณ์"; "และ"; "วัฒนธรรม"; "ที่"; "หลากหลาย"; "จาก"; "ทั้งสอง"; "ชุมชน"; "ทั้งหมด"],34,0,75957
เมื่อฉันคิดว่าจะออกไป ฉันจะจำคนที่รักฉัน พวกเขาคือเหมือนดวงดาวที่นำทางให้ฉันผ่านความมืดมนี้ชั่วคราว,["เมื่อ"; "ฉัน"; "คิด"; "ว่า"; "จะ"; "ออก"; "ไป"; " "; "ฉัน"; "จะ"; "จำ"; "คน"; "ที่รัก"; "ฉัน"; " "; "พวกเขา"; "คือ"; "เหมือน"; "ดวงดาว"; "ที่"; "นำทาง"; "ให้"; "ฉัน"; "ผ่าน"; "ความมืด"; "ม"; "นี้"; "ชั่วคราว"],28,0,75957
เรามองว่าความหลากหลายเป็นจุดแข็ง ไม่ใช่ข้อบกพร่องของเรา,["เรา"; "มองว่า"; "ความหลากหลาย"; "เป็น"; "จุดแข็ง"; " "; "ไม่"; "ใช่"; "ข้อบกพร่อง"; "ของ"; "เรา"],11,0,75957
มีคนหนุ่มๆ บนพื้นที่มหาวิทยาลัยที่มีความผิดปกติทางกายภาพ และเขามักจะยืนหยัดเพื่อป้องกันสิทธิ์ของเขา,["มี"; "คนหนุ่ม"; "ๆ"; " "; "บน"; "พื้นที่"; "มหาวิทยาลัย"; "ที่"; "มี"; "ความผิดปกติ"; "ทางกายภาพ"; " "; "และ"; "เขา"; "มักจะ"; "ยืนหยัด"; "เพื่อ"; "ป้องกัน"; "สิทธิ์"; "ของ"; "เขา"],21,0,75957
นอกจากพ่อของฉันแล้ว ผู้พ่อของฉันก็ได้รับโรคมะเร็งและได้รับการยกเว้นความผิดปกติ 74% ก่อนที่จะเกษียณอายุ ไม่มีสิ่งเกี่ยวข้องกับประเด็นของความผิดปกติที่ยั่งยืนอย่างสมบูรณ์,["นอกจาก"; "พ่อ"; "ของ"; "ฉัน"; "แล้ว"; " "; "ผู้"; "พ่อ"; "ของ"; "ฉัน"; "ก็"; "ได้รับ"; "โรคมะเร็ง"; "และ"; "ได้รับ"; "การยกเว้น"; "ความผิดปกติ"; " "; "74"; "%"; " "; "ก่อนที่จะ"; "เกษียณอายุ"; " "; "ไม่"; "มี"; "สิ่ง"; "เกี่ยวข้อง"; "กับ"; "ประเด็น"; "ของ"; "ความผิดปกติ"; "ที่"; "ยั่งยืน"; "อย่าง"; "สมบูรณ์"],36,0,75957
ทั้งสองรัฐมนตรีกลาโหมได้หารือเรื่องการขยายความร่วมมือในด้านตัวบุคคล และแลกเปลี่ยนความคิดเห็นเกี่ยวกับประเด็นความมั่นคงของภูมิภาค รวมถึงสันติภาพและเสถียรภาพในอัฟกานิสถาน,["ทั้งสอง"; "รัฐมนตรี"; "กลาโหม"; "ได้"; "หารือ"; "เรื่อง"; "การขยายความ"; "ร่วมมือ"; "ใน"; "ด้าน"; "ตัว"; "บุคคล"; " "; "และ"; "แลกเปลี่ยนความคิดเห็น"; "เกี่ยวกับ"; "ประเด็น"; "ความมั่นคง"; "ของ"; "ภูมิภาค"; " "; "รวมถึง"; "สันติภาพ"; "และ"; "เสถียรภาพ"; "ใน"; "อัฟกานิสถาน"],27,0,75957
การสนับสนุนคนตุ๊กตาและคนบ้าแต่ลัทธิเร่งรีบความหลอนตัวเป็นเรื่องที่ทำให้ฉันเสียใจจริงๆ,["การ"; "สนับสนุน"; "คน"; "ตุ๊กตา"; "และ"; "คนบ้า"; "แต่"; "ลัทธิ"; "เร่งรีบ"; "ความ"; "หลอน"; "ตัว"; "เป็นเรื่อง"; "ที่"; "ทำให้"; "ฉัน"; "เสียใจ"; "จริงๆ"],18,1,75957
ฉันบางครั้งก็จะสงสัยว่างานของฉันทำให้ความแตกต่างจริงๆหรือไม่ แต่เมื่อเห็นผลกระทบจากกิจกรรมเล็กๆ น้อยๆ ของฉันที่ช่วยให้ผู้อื่นรู้สึกดีขึ้น ฉันก็เข้าใจแล้วว่าแต่ละการกระทำของเราก็มีความสำคัญอย่างมาก โรคซึมเศร้าทำให้เราเสียความเชื่อมั่นในผลกระทบของตัวเอง แต่เรากำลังค้นหาความเชื่อมั่นนี้มากกว่าที่เราคิด,["ฉัน"; "บางครั้ง"; "ก็"; "จะ"; "สงสัย"; "ว่า"; "งาน"; "ของ"; "ฉัน"; "ทำให้"; "ความแตกต่าง"; "จริงๆ"; "หรือไม่"; " "; "แต่"; "เมื่อ"; "เห็น"; "ผลกระทบ"; "จาก"; "กิจกรรม"; "เล็กๆ น้อยๆ"; " "; "ของ"; "ฉัน"; "ที่"; "ช่วย"; "ให้"; "ผู้อื่น"; "รู้สึก"; "ดีขึ้น"; " "; "ฉัน"; "ก็"; "เข้าใจ"; "แล้ว"; "ว่า"; "แต่ละ"; "การกระทำ"; "ของ"; "เรา"; "ก็"; "มีความสำคัญ"; "อย่าง"; "มาก"; " "; "โรค"; "ซึมเศร้า"; "ทำให้"; "เรา"; "เสีย"; "ความเชื่อมั่น"; "ใน"; "ผลกระทบ"; "ของ"; "ตัวเอง"; " "; "แต่"; "เรา"; "กำลัง"; "ค้นหา"; "ความเชื่อมั่น"; "นี้"; "มากกว่า"; "ที่"; "เรา"; "คิด"],66,0,75957
บันดา สาส-सสุร และเดว่าร์ หญิงสาวที่เป็นลูกสาวของพ่อแม่และลูกน้องชายหญิงคนหนึ่งถูกขับออกจากบ้านไปแล้ว 7 วัน หญิงสาวนี้กำลังเดินอยู่ด้วยความหิวและความกระหายน้อยๆ พร้อมกับเด็กๆ ที่มีความต้องการอย่างมาก เธอจึงไปที่สำนักงานตำรวจแห่งชาติเพื่อขอความยุติธรรม และเรื่องราวของเธอเกิดขึ้นที่หมู่บ้านโลดาราในอำเภอअतरระ,["บัน"; "ดา"; " "; "สา"; "ส"; "-"; "स"; "สุร"; " "; "และ"; "เด"; "ว่าร์"; " "; "หญิงสาว"; "ที่"; "เป็น"; "ลูกสาว"; "ของ"; "พ่อแม่"; "และ"; "ลูก"; "น้องชาย"; "หญิง"; "คน"; "หนึ่ง"; "ถูก"; "ขับ"; "ออกจาก"; "บ้าน"; "ไป"; "แล้ว"; " "; "7"; " "; "วัน"; " "; "หญิงสาว"; "นี้"; "กำลัง"; "เดิน"; "อยู่"; "ด้วย"; "ความหิว"; "และ"; "ความกระหาย"; "น้อย"; "ๆ"; " "; "พร้อมกับ"; "เด็ก"; "ๆ"; " "; "ที่"; "มี"; "ความต้องการ"; "อย่าง"; "มาก"; " "; "เธอ"; "จึง"; "ไป"; "ที่"; "สำนักงานตำรวจแห่งชาติ"; "เพื่อ"; "ขอ"; "ความยุติธรรม"; " "; "และ"; "เรื่องราว"; "ของ"; "เธอ"; "เกิดขึ้น"; "ที่"; "หมู่บ้าน"; "โล"; "ดารา"; "ใน"; "อำเภอ"; "अतर"; "ระ"],80,0,75957
ขอแนะนำให้มีการสนทนาเชิงร่วมระหว่างเราและชุมชน Native American ที่มีชีวิตอยู่ในพื้นที่นี้ เพื่อให้แน่ใจว่าเสียงและประสบการณ์ของพวกเขาได้รับการเคารพและนำมาเป็นแนวทางในการแลกเปลี่ยนความรู้,["ขอ"; "แนะนำ"; "ให้"; "มี"; "การ"; "สนทนา"; "เชิง"; "ร่วม"; "ระหว่าง"; "เรา"; "และ"; "ชุมชน"; " "; "Native"; " "; "American"; " "; "ที่"; "มีชีวิต"; "อยู่"; "ใน"; "พื้นที่"; "นี้"; " "; "เพื่อให้"; "แน่ใจ"; "ว่า"; "เสียง"; "และ"; "ประสบการณ์"; "ของ"; "พวกเขา"; "ได้รับ"; "การ"; "เคารพ"; "และ"; "นำมา"; "เป็นแนว"; "ทางใน"; "การ"; "แลกเปลี่ยน"; "ความรู้"],42,0,75957
ผู้เรียนจีนที่ขาดความสามารถในการทำงานในมหาวิทยาลัยของฉัน จึงทำให้ผู้เรียนไทยต้องรับผิดชอบงานทั้งหมด,["ผู้เรียน"; "จีน"; "ที่"; "ขาด"; "ความสามารถ"; "ใน"; "การทำงาน"; "ใน"; "มหาวิทยาลัย"; "ของ"; "ฉัน"; " "; "จึง"; "ทำให้"; "ผู้เรียน"; "ไทย"; "ต้อง"; "รับผิดชอบ"; "งาน"; "ทั้งหมด"],20,1,75957
เรื่องราวของคนพิการไม่ใช่เรื่องของความอ่อนแอ แต่เป็นเรื่องของพลัง,["เรื่องราว"; "ของ"; "คนพิการ"; "ไม่"; "ใช่"; "เรื่อง"; "ของ"; "ความอ่อนแอ"; " "; "แต่"; "เป็นเรื่อง"; "ของ"; "พลัง"],13,0,75957
คนกลุ่มออร์โธ (Orthodox) ที่บอกว่าพวกเขาอยู่ในทิศทางที่ถูกต้องเสมอ,["คน"; "กลุ่ม"; "ออร์โธ"; " "; "(Orthodox)"; " "; "ที่"; "บอ"; "กว่า"; "พวกเขา"; "อยู่"; "ใน"; "ทิศทาง"; "ที่"; "ถูกต้อง"; "เสมอ"],16,1,75957
วันที่ 18 พฤษภาคม พ.ศ. 2560 1:56 น. - distraughty: ฮ่าๆ และตอนนี้เรากำลังอยู่ในสถานการณ์ที่ยากลำบากมากแล้ว - วันที่ 18 พฤษภาคม,["วันที่"; " "; "18"; " "; "พฤษภาคม"; " "; "พ.ศ."; " "; "2560"; " "; "1:56"; " "; "น."; " "; "-"; " "; "distraughty"; ":"; " "; "ฮ่า"; "ๆ"; " "; "และ"; "ตอนนี้"; "เรา"; "กำลัง"; "อยู่"; "ใน"; "สถานการณ์"; "ที่"; "ยากลำบาก"; "มาก"; "แล้ว"; " "; "-"; " "; "วันที่"; " "; "18"; " "; "พฤษภาคม"],41,0,75957
บ้า଑อม เลันยก์รัอ,["บ้า"; "଑"; "อม"; " "; "เลันยก์รัอ"],5,0,75957
ตำรวจกำลังจับกุมผู้กระทำความผิดที่มีเครื่องดนตรีส่งเสียงดังในฮาปูด์หลังจากวิดีโอที่เป็นไปได้แพร่กระจายไปทั่วประเทศ,["ตำรวจ"; "กำลัง"; "จับกุม"; "ผู้"; "กระทำความผิด"; "ที่"; "มี"; "เครื่องดนตรี"; "ส่ง"; "เสียงดัง"; "ใน"; "ฮา"; "ปูด์"; "หลังจาก"; "วิดีโอ"; "ที่"; "เป็นไปได้"; "แพร่กระจาย"; "ไป"; "ทั่วประเทศ"],20,0,75957
ฉันอยู่เพียงแต่ทำให้การดำเนินชีวิตของคนอื่นยุ่งยากขึ้น ถ้าฉันไม่มีอยู่แล้ว ก็จะดีกว่านี้สำหรับทุกคน,["ฉัน"; "อยู่"; "เพียงแต่"; "ทำให้"; "การดำเนินชีวิต"; "ของ"; "คนอื่น"; "ยุ่งยาก"; "ขึ้น"; " "; "ถ้า"; "ฉัน"; "ไม่"; "มี"; "อยู่แล้ว"; " "; "ก็"; "จะ"; "ดีกว่า"; "นี้"; "สำหรับ"; "ทุกคน"],22,0,75957
ผู้สูงอายุคนพิการควรได้รับการสนับสนุนจากครอบครัวและชุมชนเพื่อความเป็นอยู่ที่ดี และมีสิทธิในการตัดสินใจเกี่ยวกับชีวิตของตนเอง โดยให้โอกาสพวกเขาในการรับบริการและการสนับสนุนที่เหมาะสมจากแหล่งที่มาหลากหลาย,["ผู้สูงอายุ"; "คนพิการ"; "ควร"; "ได้รับ"; "การ"; "สนับสนุน"; "จาก"; "ครอบครัว"; "และ"; "ชุมชน"; "เพื่อ"; "ความเป็นอยู่"; "ที่"; "ดี"; " "; "และ"; "มี"; "สิทธิ"; "ใน"; "การตัดสินใจ"; "เกี่ยวกับ"; "ชีวิต"; "ของ"; "ตนเอง"; " "; "โดย"; "ให้โอกาส"; "พวกเขา"; "ใน"; "การ"; "รับ"; "บริการ"; "และ"; "การ"; "สนับสนุน"; "ที่"; "เหมาะสม"; "จาก"; "แหล่งที่มา"; "หลากหลาย"],40,0,75957
ฉันคิดว่าเราควรให้ความเคารพต่อชาวอัลกอนกิน (Algonquin) ที่มีส่วนร่วมในการสร้างประวัติศาสตร์อเมริกาเหนือ,["ฉัน"; "คิด"; "ว่า"; "เรา"; "ควร"; "ให้"; "ความเคารพ"; "ต่อ"; "ชาว"; "อัลกอน"; "กิน"; " "; "(Algonquin)"; " "; "ที่"; "มีส่วน"; "ร่วมใน"; "การ"; "สร้าง"; "ประวัติศาสตร์"; "อเมริกา"; "เหนือ"],22,0,75957
โรคอ้วนและโรคกินมากเกินไปเป็นโรคจิตที่รุนแรงมีผลกระทบทางร่างกายและอารมณ์ที่ร้ายแรง ต้องการการรักษาและการสนับสนุนจากผู้เชี่ยวชาญ และจำเป็นต้องเข้าใกล้สภาพเหล่านี้ด้วยความอ่อนไหวและเคารพ,["โรค"; "อ้วน"; "และ"; "โรค"; "กิน"; "มากเกินไป"; "เป็น"; "โรคจิต"; "ที่"; "รุนแรง"; "มีผลกระทบ"; "ทาง"; "ร่างกาย"; "และ"; "อารมณ์"; "ที่"; "ร้ายแรง"; " "; "ต้องการ"; "การรักษา"; "และ"; "การ"; "สนับสนุน"; "จาก"; "ผู้เชี่ยวชาญ"; " "; "และ"; "จำเป็นต้อง"; "เข้าใกล้"; "สภาพ"; "เหล่านี้"; "ด้วย"; "ความ"; "อ่อนไหว"; "และ"; "เคารพ"],36,0,75957
ผู้พูดภาษาเชน็อกโอคอชชะมีความสามารถในการรับมือความเครียดต่ำกว่า,["ผู้พูด"; "ภาษา"; "เชน็อก"; "โอ"; "คอ"; "ช"; "ชะ"; "มี"; "ความสามารถ"; "ใน"; "การ"; "รับมือ"; "ความเครียด"; "ต่ำกว่า"],14,1,75957
ฉันเคยผ่านช่วงเวลาที่มีมากและน้อยมาหลายสิบปี ฉันเรียนรู้ว่าความซึมเศร้าไม่ใช่การสะท้อนถึงคุณค่าของฉันเหมือนต้นไม้ที่ได้รับผลกระทบจากพายุ ฉันอาจจะหักโคลง แต่ 根ของความมีค่าของตนเองของฉันยังคงอยู่ลึกในดิน เมื่อความคิดที่มืดมา ฉันจะบอกตัวเองว่าฉันได้ทำคุณค่าของฉันไว้ในโลกนี้ผ่านหลายปีของความอดทน,["ฉัน"; "เคย"; "ผ่าน"; "ช่วงเวลา"; "ที่"; "มี"; "มาก"; "และ"; "น้อย"; "มา"; "หลาย"; "สิบ"; "ปี"; " "; "ฉัน"; "เรียนรู้"; "ว่าความ"; "ซึมเศร้า"; "ไม่"; "ใช่"; "การ"; "สะท้อน"; "ถึง"; "คุณค่า"; "ของ"; "ฉัน"; "เหมือน"; "ต้นไม้"; "ที่"; "ได้รับ"; "ผลกระทบ"; "จาก"; "พายุ"; " "; "ฉัน"; "อาจจะ"; "หัก"; "โคลง"; " "; "แต่"; " "; "根"; "ของ"; "ความ"; "มีค่า"; "ของ"; "ตนเอง"; "ของ"; "ฉัน"; "ยัง"; "คงอยู่"; "ลึก"; "ใน"; "ดิน"; " "; "เมื่อ"; "ความคิด"; "ที่"; "มืด"; "มา"; " "; "ฉัน"; "จะ"; "บอก"; "ตัวเอง"; "ว่า"; "ฉัน"; "ได้"; "ทำ"; "คุณค่า"; "ของ"; "ฉัน"; "ไว้"; "ใน"; "โลก"; "นี้"; "ผ่าน"; "หลาย"; "ปี"; "ของ"; "ความอดทน"],81,0,75957
สหรัฐเป็นประเทศที่ได้รับการเฉลิมฉลองและรวมถึงวัฒนธรรมหลากหลายอย่างต่อเนื่อง ประชากรชาวฮิสแปนิกเป็นส่วนหนึ่งสำคัญของผ้าคลุมวัฒนธรรมที่มีรายละเอียดสูง มอบประสบการณ์และมุมมองที่ไม่เหมือนใคร ทำให้เสื้อผ้าของประเทศมีความหลากหลายมากขึ้น,["สหรัฐ"; "เป็น"; "ประเทศ"; "ที่"; "ได้รับ"; "การเฉลิมฉลอง"; "และ"; "รวมถึง"; "วัฒนธรรม"; "หลาก"; "หลายอย่าง"; "ต่อเนื่อง"; " "; "ประชากร"; "ชาว"; "ฮิ"; "ส"; "แป"; "นิ"; "ก"; "เป็น"; "ส่วนหนึ่ง"; "สำคัญ"; "ของ"; "ผ้าคลุม"; "วัฒนธรรม"; "ที่"; "มี"; "รายละเอียด"; "สูง"; " "; "มอบ"; "ประสบการณ์"; "และ"; "มุมมอง"; "ที่"; "ไม่"; "เหมือน"; "ใคร"; " "; "ทำให้"; "เสื้อผ้า"; "ของ"; "ประเทศ"; "มี"; "ความหลากหลาย"; "มากขึ้น"],47,0,75957
อิสราเอลเป็นประเทศเดียวที่ควรอนุญาตให้อยู่ต่อไป ทั้งประเทศอื่นๆทุกแห่งจะต้องถูกทำลาย,["อิสราเอล"; "เป็น"; "ประเทศ"; "เดียว"; "ที่"; "ควร"; "อนุญาต"; "ให้"; "อยู่"; "ต่อไป"; " "; "ทั้ง"; "ประเทศ"; "อื่นๆ"; "ทุกแห่ง"; "จะ"; "ต้อง"; "ถูก"; "ทำลาย"],19,1,75957
คนพิการทางจิตใจควรสามารถอยู่ในชุมชนของตนเองและไม่ถูกแยกออกจากประชากรทั่วไป,["คนพิการ"; "ทางจิตใจ"; "ควร"; "สามารถ"; "อยู่"; "ใน"; "ชุมชน"; "ของ"; "ตนเอง"; "และ"; "ไม่"; "ถูก"; "แยก"; "ออกจาก"; "ประชากร"; "ทั่วไป"],16,0,75957
คนที่เกิดจีนจะมีความรังเกียจต่อผู้อื่น,["คน"; "ที่เกิด"; "จีน"; "จะ"; "มี"; "ความรังเกียจ"; "ต่อ"; "ผู้อื่น"],8,1,75957
การเข้าใจและยอมรับความแตกต่างของคนผู้ป่วยจิตเภท (Mental Dis) เป็นกุญแจสำคัญในการสร้างสังคมที่ดีขึ้น,["การ"; "เข้าใจ"; "และ"; "ยอมรับ"; "ความแตกต่าง"; "ของ"; "คน"; "ผู้ป่วย"; "จิตเภท"; " "; "(Mental"; " "; "Dis"; ")"; " "; "เป็น"; "กุญแจ"; "สำคัญ"; "ใน"; "การ"; "สร้าง"; "สังคม"; "ที่"; "ดีขึ้น"],24,0,75957
กลุ่มเอเชียเป็นภัยคุกคามต่อความสุขของคนไทย เพราะพวกเขาไม่เคารพวัฒนธรรมและประเพณีของเรา,["กลุ่ม"; "เอเชีย"; "เป็น"; "ภัย"; "คุกคาม"; "ต่อ"; "ความสุข"; "ของ"; "คนไทย"; " "; "เพราะ"; "พวกเขา"; "ไม่"; "เคารพ"; "วัฒนธรรม"; "และ"; "ประเพณี"; "ของ"; "เรา"],19,1,75957
วิธีการสนับสนุนและเสริมสร้างความเป็นมรดกทางวัฒนธรรมและเอกลักษณ์ของบุตรหลาน โดยไม่คำนึงถึงพื้นหลัง,["วิธีการ"; "สนับสนุน"; "และ"; "เสริมสร้าง"; "ความ"; "เป็น"; "มรดกทางวัฒนธรรม"; "และ"; "เอกลักษณ์"; "ของ"; "บุตรหลาน"; " "; "โดย"; "ไม่"; "คำนึงถึง"; "พื้น"; "หลัง"],17,0,75957
ชาวอิหร่านมีส่วนร่วมอย่างสำคัญในหลายสาขา โดยแสดงให้เห็นถึงความสามารถและผลงานที่โดดเด่นของพวกเขา การยอมรับความหลากหลายของความฉลาดมนุษย์และความแข็งแกร่งเฉพาะตัวภายในกลุ่มนี้สามารถช่วยเพิ่มความเข้าใจที่ละเอียดอ่อนมากขึ้นได้,["ชาว"; "อิหร่าน"; "มีส่วนร่วม"; "อย่าง"; "สำคัญ"; "ใน"; "หลาย"; "สาขา"; " "; "โดย"; "แสดงให้เห็น"; "ถึง"; "ความสามารถ"; "และ"; "ผลงาน"; "ที่"; "โดดเด่น"; "ของ"; "พวกเขา"; " "; "การ"; "ยอมรับ"; "ความหลากหลาย"; "ของ"; "ความ"; "ฉลาด"; "มนุษย์"; "และ"; "ความ"; "แข็งแกร่ง"; "เฉพาะตัว"; "ภายใน"; "กลุ่ม"; "นี้"; "สามารถ"; "ช่วย"; "เพิ่ม"; "ความเข้าใจ"; "ที่"; "ละเอียดอ่อน"; "มากขึ้น"; "ได้"],42,0,75957
อาการคิดฆ่าตัวตายเหมือนหมอกหนาๆ ที่ทำให้เรารู้สึกหลงลืม แต่ฉันรู้ว่าหมอกนี้จะหายไปเสมอ การเดินไปทีละก้าวเล็กๆ น้อยๆ จะช่วยให้เราใกล้ชิดกับความสว่างขึ้น และวันนี้จะมีอะไรดีๆ ที่จะเกิดขึ้น,["อาการ"; "คิด"; "ฆ่าตัวตาย"; "เหมือน"; "หมอก"; "หนา"; "ๆ"; " "; "ที่"; "ทำให้"; "เรา"; "รู้สึก"; "หลงลืม"; " "; "แต่"; "ฉัน"; "รู้"; "ว่า"; "หมอก"; "นี้"; "จะ"; "หาย"; "ไป"; "เสมอ"; " "; "การ"; "เดิน"; "ไป"; "ทีละ"; "ก้าว"; "เล็กๆ น้อยๆ"; " "; "จะ"; "ช่วย"; "ให้"; "เรา"; "ใกล้ชิด"; "กับ"; "ความสว่าง"; "ขึ้น"; " "; "และ"; "วันนี้"; "จะ"; "มี"; "อะไร"; "ดี"; "ๆ"; " "; "ที่จะ"; "เกิดขึ้น"],51,0,75957
&quot;เราต้องทำงานร่วมกันเพื่อสร้างวัฒนธรรมที่ทุกคนรู้สึกเป็นมิตรและเคารพ เราสามารถส่งเสริมความหลากหลายโดยการฟังและยกเสียงของบุคคลที่มีความแตกต่างทางเพศ สนับสนุนสิทธิและเกียรติของพวกเขา และกระตุ้นให้เกิดการสนทนาเปิดกว้างและเคารพเกี่ยวกับประเด็นที่ก่อผลกระทบต่อสังคม&quot;,["&quot;"; "เรา"; "ต้อง"; "ทำงาน"; "ร่วมกัน"; "เพื่อ"; "สร้าง"; "วัฒนธรรม"; "ที่"; "ทุกคน"; "รู้สึก"; "เป็นมิตร"; "และ"; "เคารพ"; " "; "เรา"; "สามารถ"; "ส่งเสริม"; "ความหลากหลาย"; "โดย"; "การ"; "ฟัง"; "และ"; "ยก"; "เสียง"; "ของ"; "บุคคล"; "ที่"; "มี"; "ความแตกต่าง"; "ทางเพศ"; " "; "สนับสนุน"; "สิทธิ"; "และ"; "เกียรติ"; "ของ"; "พวกเขา"; " "; "และ"; "กระตุ้น"; "ให้"; "เกิด"; "การ"; "สนทนา"; "เปิดกว้าง"; "และ"; "เคารพ"; "เกี่ยวกับ"; "ประเด็น"; "ที่"; "ก่อ"; "ผลกระทบ"; "ต่อ"; "สังคม"; "&quot;"],56,0,75957
ความไร้ศีลธรรมของผู้มีเชื้อสายดำทำให้ก่อให้เกิดปัญหาทางสังคมและเศรษฐกิจทั่วโลก,["ความ"; "ไร้ศีลธรรม"; "ของ"; "ผู้"; "มี"; "เชื้อ"; "สายดำ"; "ทำให้"; "ก่อให้เกิด"; "ปัญหา"; "ทางสังคม"; "และ"; "เศรษฐกิจ"; "ทั่วโลก"],14,1,75957
ผมขอโทษครับ ผมไม่เข้าใจทำไมคนโดนชาวอเมริกันเปรียบเทียบกับตัวตนนั้น,["ผม"; "ขอโทษ"; "ครับ"; " "; "ผม"; "ไม่"; "เข้าใจ"; "ทำไม"; "คน"; "โดน"; "ชาว"; "อเมริกัน"; "เปรียบเทียบ"; "กับ"; "ตัวตน"; "นั้น"],16,1,75957
ฉันคิดว่าคนมาเลเซียเป็นคนประเพณี และมลายูถือว่าเป็นภาษาแรกของพวกเขา ดังนั้น ขอขอบคุณสำหรับข้อมูลที่มีค่ามากนี้,["ฉัน"; "คิด"; "ว่า"; "คน"; "มาเลเซีย"; "เป็น"; "คน"; "ประเพณี"; " "; "และ"; "มลายู"; "ถือว่า"; "เป็น"; "ภาษา"; "แรก"; "ของ"; "พวกเขา"; " "; "ดังนั้น"; " "; "ขอ"; "ขอบคุณ"; "สำหรับ"; "ข้อมูล"; "ที่"; "มีค่า"; "มาก"; "นี้"],28,0,75957
หนังสือเหล่านี้ช่วยให้ฉันเข้าใจว่าฉันเป็นใคร และรู้สึกมีความสบายใจมากขึ้นในตัวเอง,["หนังสือ"; "เหล่านี้"; "ช่วย"; "ให้"; "ฉัน"; "เข้าใจ"; "ว่า"; "ฉัน"; "เป็น"; "ใคร"; " "; "และ"; "รู้สึก"; "มี"; "ความสบายใจ"; "มากขึ้น"; "ใน"; "ตัวเอง"],18,0,75957
ฉันพบว่าตัวเองมักต้องเผชิญกับความยากลำบากในการทำอาหารจีน ฉันเรียนรู้ได้ว่าหลักการสำคัญคือจำเป็นต้องเข้าใจบริบททางวัฒนธรรมและความสำคัญทางประวัติศาสตร์เบื้องหลังของขนมปังแบบดั้งเดิม แทนที่จะนั่งรอคำแนะนำที่ง่ายเกินไปหรือการให้เหตุผลเกี่ยวกับใครก็ได้ที่สามารถทำอาหารจีนได้,["ฉัน"; "พบ"; "ว่า"; "ตัวเอง"; "มัก"; "ต้อง"; "เผชิญ"; "กับ"; "ความยากลำบาก"; "ใน"; "การ"; "ทำ"; "อาหารจีน"; " "; "ฉัน"; "เรียนรู้"; "ได้"; "ว่า"; "หลักการ"; "สำคัญ"; "คือ"; "จำเป็นต้อง"; "เข้าใจ"; "บริบท"; "ทางวัฒนธรรม"; "และ"; "ความสำคัญ"; "ทาง"; "ประวัติศาสตร์"; "เบื้องหลัง"; "ของ"; "ขนมปัง"; "แบบ"; "ดั้งเดิม"; " "; "แทนที่จะ"; "นั่ง"; "รอ"; "คำแนะนำ"; "ที่"; "ง่าย"; "เกินไป"; "หรือ"; "การให้เหตุผล"; "เกี่ยวกับ"; "ใครก็ได้"; "ที่"; "สามารถ"; "ทำ"; "อาหารจีน"; "ได้"],51,0,75957
ฉันคิดว่าชุมชนหญิงในโลกสังคมมีความสามารถในการทำงานร่วมกันที่ดีมาก ถ้าพวกเขาได้รับการสนับสนุนและความเข้าใจจากผู้อื่น,["ฉัน"; "คิด"; "ว่า"; "ชุมชน"; "หญิง"; "ใน"; "โลก"; "สังคม"; "มี"; "ความสามารถ"; "ใน"; "การทำงาน"; "ร่วม"; "กันที่"; "ดีมาก"; " "; "ถ้า"; "พวกเขา"; "ได้รับ"; "การ"; "สนับสนุน"; "และ"; "ความเข้าใจ"; "จาก"; "ผู้อื่น"],25,0,75957
ผู้คนจากกลุ่มเอเชียเป็นหนึ่งในส่วนประกอบสำคัญของประชากรไทย และควรได้รับการสนับสนุนและเคารพ,["ผู้คน"; "จาก"; "กลุ่ม"; "เอเชีย"; "เป็นหนึ่ง"; "ใน"; "ส่วนประกอบ"; "สำคัญ"; "ของ"; "ประชากร"; "ไทย"; " "; "และ"; "ควร"; "ได้รับ"; "การ"; "สนับสนุน"; "และ"; "เคารพ"],19,0,75957
ผู้ที่เป็น LGBTQ+ มีคุณค่าและมีส่วนสำคัญในสังคม,["ผู้"; "ที่"; "เป็น"; " "; "LGBTQ"; "+"; " "; "มีคุณค่า"; "และ"; "มี"; "ส่วนสำคัญ"; "ใน"; "สังคม"],13,0,75957
